ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes
2025-01-01 00:00:05.130,C1248,192.168.1.150,1429,172.16.0.28,687,udp,ssl,194.56,17750,47545,REJ,T,F,97,Hr,66,38166,24,61265
2025-01-01 00:00:05.160,C3577,192.168.1.3,5921,172.16.0.230,273,udp,-,268.32,83486,99988,RSTR,T,F,7,Hr,74,17743,20,54853
2025-01-01 00:00:05.190,C8720,192.168.1.73,57710,172.16.0.85,612,udp,http,242.42,85325,63972,RSTR,T,T,58,Dd,59,43857,83,6418
2025-01-01 00:00:05.220,C7560,192.168.1.116,43009,172.16.0.81,821,tcp,-,21.97,86322,23298,S0,T,T,91,Fa,60,41872,32,20720
2025-01-01 00:00:05.250,C6411,192.168.1.55,54899,172.16.0.80,546,icmp,ftp,157.59,50592,69371,SF,T,T,72,Srv,55,30004,26,29517
2025-01-01 00:00:05.280,C3948,192.168.1.124,35462,172.16.0.30,730,tcp,-,259.84,61715,24906,SH,F,F,64,Srv,91,30959,16,13889
2025-01-01 00:00:05.310,C7010,192.168.1.71,44699,172.16.0.40,596,tcp,ssl,197.92,27872,10178,REJ,T,T,37,ShAD,49,36286,46,2359
2025-01-01 00:00:05.340,C3752,192.168.1.187,41411,172.16.0.74,544,tcp,-,293.77,59803,25601,S1,F,T,42,Fa,33,25851,27,65326
2025-01-01 00:00:05.370,C3352,192.168.1.131,35280,172.16.0.238,778,icmp,ssl,175.14,1946,54534,S0,F,T,54,Fa,5,36976,93,39855
2025-01-01 00:00:05.400,C2911,192.168.1.240,10295,172.16.0.88,832,udp,http,12.48,67363,73515,SF,F,T,24,Fa,19,57805,20,37235
2025-01-01 00:00:05.430,C6454,192.168.1.25,5953,172.16.0.241,987,udp,-,198.38,2673,47193,S1,F,T,11,Hr,47,20167,76,63869
2025-01-01 00:00:05.460,C9627,192.168.1.156,1532,172.16.0.79,108,udp,ssh,245.32,53850,33103,REJ,F,T,75,Srv,85,1900,7,26376
2025-01-01 00:00:05.490,C6719,192.168.1.179,65140,172.16.0.155,807,tcp,ssh,13.78,77517,21112,SH,T,F,3,Srv,31,24588,90,23754
2025-01-01 00:00:05.520,C5216,192.168.1.80,20624,172.16.0.231,963,icmp,-,235.35,58570,27824,S0,F,F,15,Fa,9,4587,91,33074
2025-01-01 00:00:05.550,C4612,192.168.1.20,14040,172.16.0.148,859,tcp,-,174.63,7593,26891,SH,T,F,52,ShAD,7,1825,79,59849
2025-01-01 00:00:05.580,C8171,192.168.1.158,13891,172.16.0.205,175,tcp,-,174.94,88838,34254,RSTR,F,T,56,Hr,93,41529,75,11619
2025-01-01 00:00:05.610,C7170,192.168.1.115,44998,172.16.0.253,508,udp,-,33.71,9626,43527,RSTR,F,T,65,Dd,20,47396,91,58027
2025-01-01 00:00:05.640,C2805,192.168.1.59,31557,172.16.0.78,506,icmp,-,247.48,66782,75055,S0,T,T,21,Srv,92,37411,44,24318
2025-01-01 00:00:05.670,C9091,192.168.1.57,30483,172.16.0.81,812,icmp,ftp,73.01,13628,53360,SF,F,T,82,Dd,7,49113,2,54275
2025-01-01 00:00:05.700,C6634,192.168.1.33,63862,172.16.0.105,23,icmp,ssl,101.61,7849,49144,S1,T,T,98,ShAD,60,5451,25,38790
2025-01-01 00:00:05.730,C9294,192.168.1.53,28016,172.16.0.86,37,tcp,-,16.96,34438,64825,REJ,F,F,50,Srv,74,30773,93,52558
2025-01-01 00:00:05.760,C8235,192.168.1.185,36006,172.16.0.63,176,icmp,-,273.9,36879,91118,S0,T,F,29,Fa,44,9885,28,23080
2025-01-01 00:00:05.790,C6870,192.168.1.135,34231,172.16.0.220,365,tcp,ssh,223.46,7433,2590,REJ,T,F,59,Dd,15,52281,46,54189
2025-01-01 00:00:05.820,C4351,192.168.1.145,24140,172.16.0.25,973,udp,ssh,280.77,56106,23674,S1,T,F,86,ShAD,57,40798,91,2801
2025-01-01 00:00:05.850,C6752,192.168.1.168,55744,172.16.0.237,281,icmp,http,189.16,11704,34862,RSTR,F,F,8,Dd,85,44134,74,14058
2025-01-01 00:00:05.880,C8426,192.168.1.12,50339,172.16.0.127,161,udp,http,65.5,60443,31400,REJ,T,F,81,Dd,85,11580,44,8268
2025-01-01 00:00:05.910,C3118,192.168.1.184,27821,172.16.0.53,351,icmp,ssl,79.09,71090,39497,REJ,F,T,39,ShAD,1,23920,88,56927
2025-01-01 00:00:05.940,C7048,192.168.1.187,41106,172.16.0.79,211,udp,ssl,153.77,66253,5560,SH,T,T,7,Fa,55,42045,42,38056
2025-01-01 00:00:05.970,C8060,192.168.1.245,4538,172.16.0.20,21,udp,-,146.46,72210,15486,REJ,F,T,57,Dd,14,63015,21,10581
2025-01-01 00:00:06.000,C5041,192.168.1.133,45040,172.16.0.190,900,icmp,dns,75.82,49439,31272,SH,T,F,81,Fa,2,7219,31,54421
2025-01-01 00:00:06.030,C4476,192.168.1.220,56326,172.16.0.153,516,tcp,http,240.08,32029,51628,REJ,F,T,51,Fa,4,18513,41,41559
2025-01-01 00:00:06.060,C7908,192.168.1.108,48746,172.16.0.233,452,icmp,ftp,61.1,60392,4471,SH,F,T,45,ShAD,62,14704,40,48044
2025-01-01 00:00:06.090,C9206,192.168.1.119,57933,172.16.0.172,584,icmp,ssl,208.04,86594,98975,REJ,T,T,30,Srv,93,26911,6,23447
2025-01-01 00:00:06.120,C8170,192.168.1.164,41529,172.16.0.211,139,icmp,ftp,19.97,15990,65335,SF,F,T,6,Fa,59,36702,30,33307
2025-01-01 00:00:06.150,C7162,192.168.1.91,44104,172.16.0.15,810,icmp,ftp,73.87,27725,20442,S0,F,F,95,Hr,69,30468,88,2763
2025-01-01 00:00:06.180,C1969,192.168.1.102,27981,172.16.0.144,828,icmp,ssh,200.54,50891,99281,RSTR,F,F,24,Hr,72,49156,20,37592
2025-01-01 00:00:06.210,C2161,192.168.1.2,18191,172.16.0.181,509,udp,ssl,240.37,2141,69667,REJ,F,T,18,Fa,56,18144,19,15081
2025-01-01 00:00:06.240,C2713,192.168.1.245,56453,172.16.0.28,911,tcp,ftp,215.27,40772,74930,RSTR,F,T,37,ShAD,35,58409,65,25268
2025-01-01 00:00:06.270,C9201,192.168.1.247,30417,172.16.0.230,201,tcp,dns,194.29,76100,86387,SF,F,T,59,Dd,86,1519,55,26166
2025-01-01 00:00:06.300,C5444,192.168.1.108,51874,172.16.0.108,844,udp,ssh,121.41,13011,27056,REJ,F,T,99,Dd,92,27506,7,11045
2025-01-01 00:00:06.330,C5983,192.168.1.60,54282,172.16.0.71,597,udp,ftp,250.75,37850,46840,S1,T,F,67,Hr,85,47963,30,48206
2025-01-01 00:00:06.360,C3830,192.168.1.93,53891,172.16.0.35,141,udp,ssl,166.9,21141,45206,S1,T,F,57,Dd,24,48117,9,58557
2025-01-01 00:00:06.390,C9210,192.168.1.119,26398,172.16.0.1,814,tcp,ssh,11.9,70444,73858,RSTR,F,T,85,Dd,62,2997,93,63671
2025-01-01 00:00:06.420,C4045,192.168.1.231,64680,172.16.0.138,649,udp,dns,136.11,20492,11532,REJ,F,F,88,Srv,88,49627,43,23149
2025-01-01 00:00:06.450,C2210,192.168.1.182,64093,172.16.0.1,97,tcp,ssl,127.46,69498,54843,SH,F,F,28,Srv,47,24673,84,31223
2025-01-01 00:00:06.480,C9336,192.168.1.209,49385,172.16.0.69,647,udp,ftp,147.83,29593,86074,SF,F,T,4,Dd,46,29110,60,40837
2025-01-01 00:00:06.510,C7961,192.168.1.8,60085,172.16.0.111,745,icmp,-,292.58,73110,28941,SH,F,F,48,Hr,91,43364,38,60005
2025-01-01 00:00:06.540,C2576,192.168.1.94,54173,172.16.0.92,571,udp,ssl,27.7,50548,98450,RSTR,F,T,6,Fa,20,8468,34,61884
2025-01-01 00:00:06.570,C1968,192.168.1.212,61438,172.16.0.60,543,icmp,ssl,139.9,26444,19898,SH,T,T,4,ShAD,54,36516,30,57602
2025-01-01 00:00:06.600,C7807,192.168.1.182,59998,172.16.0.202,922,tcp,http,42.45,59202,37691,REJ,F,F,69,Srv,74,11485,84,32898
2025-01-01 00:00:06.630,C6785,192.168.1.198,20420,172.16.0.161,919,udp,-,219.57,22772,12466,S0,T,F,66,ShAD,84,42564,13,50421
2025-01-01 00:00:06.660,C6238,192.168.1.231,34739,172.16.0.156,227,udp,http,36.16,5717,75594,SH,F,T,7,Hr,46,8973,22,17277
2025-01-01 00:00:06.690,C6162,192.168.1.70,47529,172.16.0.210,651,udp,-,92.39,80886,75224,SH,F,T,33,ShAD,48,34330,68,5810
2025-01-01 00:00:06.720,C2346,192.168.1.132,7819,172.16.0.92,330,icmp,dns,197.39,92729,58327,SH,T,F,75,Dd,97,23416,42,31635
2025-01-01 00:00:06.750,C9719,192.168.1.225,1972,172.16.0.253,154,tcp,ssl,5.62,64836,18184,SH,F,F,97,Dd,91,10637,65,33649
2025-01-01 00:00:06.780,C6172,192.168.1.57,35887,172.16.0.160,848,tcp,-,142.39,484,5065,SH,F,T,69,Hr,74,50670,3,20956
2025-01-01 00:00:06.810,C5957,192.168.1.241,56828,172.16.0.166,712,tcp,ssl,60.15,90586,39718,S1,T,T,72,Hr,80,54587,63,18281
2025-01-01 00:00:06.840,C4546,192.168.1.235,52028,172.16.0.181,992,tcp,ftp,144.72,75117,29848,REJ,T,T,86,Srv,72,27617,57,45468
2025-01-01 00:00:06.870,C1810,192.168.1.118,8126,172.16.0.217,632,udp,ssh,84.31,48175,17927,SF,F,F,27,Fa,91,20838,42,64882
2025-01-01 00:00:06.900,C8097,192.168.1.8,38679,172.16.0.67,621,tcp,http,162.73,23603,94646,SH,T,T,80,Hr,86,41785,4,55458
2025-01-01 00:00:06.930,C7944,192.168.1.136,31192,172.16.0.67,819,udp,-,296.43,88369,8591,S1,F,F,13,Hr,5,14433,80,52279
2025-01-01 00:00:06.960,C1526,192.168.1.176,7680,172.16.0.235,121,icmp,http,96.06,19435,34649,REJ,T,F,66,Srv,96,50688,47,28122
2025-01-01 00:00:06.990,C2410,192.168.1.127,23240,172.16.0.204,836,tcp,ssl,279.09,45212,89012,S1,F,F,85,ShAD,85,25100,87,28993
2025-01-01 00:00:07.020,C1162,192.168.1.115,10677,172.16.0.84,150,icmp,http,6.75,87868,60730,S0,F,T,34,ShAD,50,35546,11,34576
2025-01-01 00:00:07.050,C7065,192.168.1.46,38094,172.16.0.217,492,icmp,ftp,283.53,18566,3102,SF,F,T,73,Fa,17,32332,72,45937
2025-01-01 00:00:07.080,C7267,192.168.1.66,39818,172.16.0.93,302,icmp,ssh,263.02,78350,68038,SH,T,T,90,Srv,52,50796,74,24324
2025-01-01 00:00:07.110,C2764,192.168.1.242,7873,172.16.0.167,53,udp,ssl,292.85,78914,32966,RSTR,F,T,32,Hr,97,38209,14,49152
2025-01-01 00:00:07.140,C3753,192.168.1.5,48749,172.16.0.196,923,udp,-,275.9,5450,83387,S1,T,F,90,Srv,96,42912,8,44555
2025-01-01 00:00:07.170,C2910,192.168.1.219,23725,172.16.0.192,216,icmp,ftp,226.83,94000,58144,REJ,T,T,43,Dd,51,37774,1,18675
2025-01-01 00:00:07.200,C5139,192.168.1.181,3627,172.16.0.235,257,icmp,-,11.89,44757,47372,S0,F,F,85,ShAD,67,14897,92,16732
2025-01-01 00:00:07.230,C3943,192.168.1.195,8851,172.16.0.81,704,udp,ftp,181.74,82534,41433,REJ,F,T,10,Hr,86,30620,22,36565
2025-01-01 00:00:07.260,C2290,192.168.1.197,10149,172.16.0.75,409,udp,-,223.68,63591,26616,S0,T,T,26,Dd,18,49101,68,18717
2025-01-01 00:00:07.290,C6320,192.168.1.141,3444,172.16.0.44,275,udp,ssl,176.61,761,6637,S0,T,F,15,Dd,89,1436,17,18236
2025-01-01 00:00:07.320,C4365,192.168.1.28,40728,172.16.0.252,92,tcp,ssl,114.54,51321,34190,S1,F,T,55,Dd,3,37786,28,17749
2025-01-01 00:00:07.350,C4198,192.168.1.12,38921,172.16.0.201,725,udp,ssl,22.02,63302,46664,REJ,F,F,2,ShAD,5,45536,17,55033
2025-01-01 00:00:07.380,C1956,192.168.1.120,4186,172.16.0.214,523,icmp,-,191.98,46724,28314,SH,F,F,56,Fa,9,37351,70,7164
2025-01-01 00:00:07.410,C4826,192.168.1.114,20731,172.16.0.116,523,tcp,http,48.46,72676,96411,SF,F,F,23,Hr,15,17952,23,40852
2025-01-01 00:00:07.440,C4074,192.168.1.166,28014,172.16.0.204,291,icmp,http,139.29,15441,42795,SF,T,T,31,Hr,12,13581,94,11156
2025-01-01 00:00:07.470,C7276,192.168.1.75,37395,172.16.0.81,684,udp,ssl,89.71,84882,5219,SF,F,T,44,Hr,39,4964,18,49895
2025-01-01 00:00:07.500,C9669,192.168.1.82,55836,172.16.0.245,922,udp,ssl,67.92,23472,97273,S0,T,T,99,ShAD,42,3630,38,48922
2025-01-01 00:00:07.530,C9304,192.168.1.121,34579,172.16.0.127,399,icmp,ssl,95.68,60142,63514,REJ,F,F,21,Hr,34,44859,13,30772
2025-01-01 00:00:07.560,C1590,192.168.1.9,35255,172.16.0.42,630,udp,ssl,30.65,86695,77904,S0,F,F,74,Srv,12,42152,4,58560
2025-01-01 00:00:07.590,C8816,192.168.1.126,8195,172.16.0.240,833,tcp,-,160.26,5255,15816,S0,F,T,24,ShAD,71,34888,69,43936
2025-01-01 00:00:07.620,C7404,192.168.1.93,23769,172.16.0.87,870,tcp,ssh,43.84,62483,86389,REJ,T,F,50,ShAD,82,24680,5,11538
2025-01-01 00:00:07.650,C4332,192.168.1.54,33753,172.16.0.78,995,udp,ftp,89.46,2897,17152,S0,F,T,53,ShAD,55,51611,80,36949
2025-01-01 00:00:07.680,C4942,192.168.1.234,61406,172.16.0.170,1013,icmp,ssl,57.56,35146,17254,SF,F,T,12,Hr,77,64490,54,564
2025-01-01 00:00:07.710,C5155,192.168.1.112,38206,172.16.0.35,564,icmp,dns,266.15,23669,91541,SF,T,F,96,ShAD,50,62588,28,21822
2025-01-01 00:00:07.740,C8649,192.168.1.117,64481,172.16.0.7,694,icmp,ssh,238.09,24802,57936,REJ,F,T,59,Srv,45,65380,83,50114
2025-01-01 00:00:07.770,C2077,192.168.1.238,10113,172.16.0.189,763,udp,ssl,197.62,38271,61340,S0,F,T,70,Fa,40,51663,8,19373
2025-01-01 00:00:07.800,C6785,192.168.1.189,38784,172.16.0.93,921,udp,dns,153.58,34513,42629,S1,T,F,47,Fa,98,42862,52,29139
2025-01-01 00:00:07.830,C2299,192.168.1.29,21126,172.16.0.73,56,udp,http,241.65,28644,73528,SF,F,F,86,ShAD,67,19780,16,45689
2025-01-01 00:00:07.860,C8891,192.168.1.134,22829,172.16.0.173,188,tcp,ssl,35.03,49763,24386,S0,T,T,67,ShAD,61,21760,75,64540
2025-01-01 00:00:07.890,C3352,192.168.1.180,12816,172.16.0.241,317,icmp,ssh,203.35,89592,78039,SH,F,F,93,Dd,92,18220,28,10348
2025-01-01 00:00:07.920,C8083,192.168.1.116,2725,172.16.0.87,532,tcp,ssl,93.99,42593,13276,REJ,T,T,21,Dd,52,18598,76,61228
2025-01-01 00:00:07.950,C8505,192.168.1.87,59795,172.16.0.214,175,icmp,ssl,185.2,36807,98693,SH,F,F,19,Dd,55,49804,75,20596
2025-01-01 00:00:07.980,C6317,192.168.1.73,36476,172.16.0.109,992,tcp,http,45.88,45013,37528,S1,F,F,97,Hr,73,50179,88,40934
2025-01-01 00:00:08.010,C9111,192.168.1.165,15912,172.16.0.45,956,udp,-,288.84,14981,17979,REJ,T,T,4,Hr,27,32356,51,14325
2025-01-01 00:00:08.040,C7659,192.168.1.38,9386,172.16.0.118,428,tcp,ftp,101.88,63728,34350,S0,F,F,93,Dd,27,61274,9,4821
2025-01-01 00:00:08.070,C3749,192.168.1.196,21873,172.16.0.7,43,udp,ftp,187.63,21306,2378,REJ,T,F,91,Hr,41,7608,85,36196
2025-01-01 00:00:08.100,C2527,192.168.1.78,20101,172.16.0.72,409,tcp,ssh,56.57,17437,51301,SH,T,T,66,Dd,90,12140,90,27762
2025-01-01 00:00:08.130,C7006,192.168.1.110,25086,172.16.0.129,150,tcp,dns,203.02,99954,20840,SH,T,F,64,Hr,42,29404,79,37286
2025-01-01 00:00:08.160,C3837,192.168.1.154,56344,172.16.0.138,417,tcp,http,226.73,80993,99430,S0,T,F,56,Fa,88,45801,89,57104
2025-01-01 00:00:08.190,C4728,192.168.1.248,23048,172.16.0.48,1021,tcp,dns,211.49,52996,64992,SF,F,T,47,ShAD,51,25191,28,66
2025-01-01 00:00:08.220,C7210,192.168.1.157,14667,172.16.0.13,455,icmp,-,293.85,14720,99250,RSTR,F,F,76,Fa,21,8837,28,26861
2025-01-01 00:00:08.250,C5932,192.168.1.244,60903,172.16.0.55,650,icmp,ssh,155.42,73324,84762,SH,T,T,90,Hr,60,45123,33,43778
2025-01-01 00:00:08.280,C2604,192.168.1.148,26597,172.16.0.126,681,tcp,http,259.02,97369,45380,SF,T,T,26,Hr,12,56190,9,17508
2025-01-01 00:00:08.310,C8932,192.168.1.35,40817,172.16.0.219,415,udp,dns,168.07,95026,57332,S0,F,F,89,ShAD,32,22277,3,454
2025-01-01 00:00:08.340,C6174,192.168.1.193,22096,172.16.0.7,818,tcp,ssh,181.99,68622,7699,S0,T,F,56,Hr,68,8528,26,30587
2025-01-01 00:00:08.370,C4545,192.168.1.34,45882,172.16.0.8,60,icmp,ssl,55.41,76145,11013,REJ,F,F,37,ShAD,35,43371,16,47011
2025-01-01 00:00:08.400,C6228,192.168.1.243,63808,172.16.0.120,732,icmp,ftp,148.0,24599,40462,S1,F,T,0,Dd,34,1092,44,6054
2025-01-01 00:00:08.430,C9080,192.168.1.185,35415,172.16.0.248,453,icmp,dns,135.79,91674,42173,SH,T,T,29,Srv,41,21483,83,26851
2025-01-01 00:00:08.460,C1300,192.168.1.69,27843,172.16.0.5,784,udp,-,265.37,67988,29379,RSTR,T,F,79,Fa,61,7138,1,17668
2025-01-01 00:00:08.490,C2461,192.168.1.214,29727,172.16.0.125,817,udp,ftp,4.54,94277,69127,SF,F,T,0,Srv,75,44799,34,63972
2025-01-01 00:00:08.520,C4960,192.168.1.115,62159,172.16.0.43,263,udp,ssh,291.94,95738,56622,RSTR,F,F,47,Srv,56,26598,33,4379
2025-01-01 00:00:08.550,C6014,192.168.1.161,30680,172.16.0.175,959,icmp,ssl,289.53,13525,92991,REJ,F,T,53,Hr,81,28391,69,635
2025-01-01 00:00:08.580,C3470,192.168.1.247,4437,172.16.0.124,739,tcp,ssl,191.25,17814,76128,SF,T,T,89,Srv,31,64988,79,32299
2025-01-01 00:00:08.610,C2201,192.168.1.76,46265,172.16.0.164,694,tcp,ssl,173.27,89552,91315,RSTR,F,F,66,ShAD,80,23627,65,15243
2025-01-01 00:00:08.640,C4828,192.168.1.142,8674,172.16.0.69,856,udp,http,200.57,41893,36464,S0,T,T,17,ShAD,92,5505,81,8440
2025-01-01 00:00:08.670,C1068,192.168.1.147,33396,172.16.0.22,750,tcp,ssh,116.56,85653,28226,REJ,F,T,35,ShAD,67,34430,94,20312
2025-01-01 00:00:08.700,C9652,192.168.1.223,43191,172.16.0.224,681,icmp,ssl,215.99,10988,38640,SH,T,T,94,Srv,97,32676,66,57293
2025-01-01 00:00:08.730,C5443,192.168.1.16,24275,172.16.0.194,875,icmp,ssh,1.9,60622,94855,RSTR,T,F,81,Dd,81,48263,32,30395
2025-01-01 00:00:08.760,C7295,192.168.1.110,6190,172.16.0.177,621,udp,ssh,59.7,72450,81004,S0,F,F,54,ShAD,85,34352,88,8534
2025-01-01 00:00:08.790,C4603,192.168.1.18,57040,172.16.0.129,278,icmp,ssl,72.06,94105,41171,S1,F,F,18,Fa,43,16833,67,63308
2025-01-01 00:00:08.820,C4556,192.168.1.109,39585,172.16.0.8,715,udp,ssh,50.47,95750,57446,S1,F,F,62,ShAD,75,57610,58,55877
2025-01-01 00:00:08.850,C8621,192.168.1.4,2663,172.16.0.146,771,udp,ftp,224.64,47964,94710,RSTR,T,T,7,Dd,59,8055,75,32146
2025-01-01 00:00:08.880,C9148,192.168.1.239,31877,172.16.0.118,733,tcp,-,72.92,1096,5923,SH,F,T,85,Srv,54,59049,24,15983
2025-01-01 00:00:08.910,C6392,192.168.1.121,42855,172.16.0.203,859,icmp,http,225.06,1554,98345,S0,T,T,82,Srv,54,65142,95,46871
2025-01-01 00:00:08.940,C2607,192.168.1.124,23010,172.16.0.236,1008,icmp,ssh,39.64,14895,57859,SH,T,T,55,Hr,13,57359,29,21063
2025-01-01 00:00:08.970,C9706,192.168.1.59,9099,172.16.0.237,374,tcp,http,207.3,34478,76351,SH,F,F,97,Dd,51,31042,46,7494
2025-01-01 00:00:09.000,C8200,192.168.1.163,31457,172.16.0.94,198,udp,http,121.34,82201,70437,REJ,F,F,21,Srv,30,11045,52,13780
2025-01-01 00:00:09.030,C8175,192.168.1.198,27953,172.16.0.55,850,tcp,-,31.86,54419,20370,SF,F,F,38,Dd,31,26200,50,27935
2025-01-01 00:00:09.060,C2395,192.168.1.233,52187,172.16.0.59,857,udp,ftp,213.83,18609,18668,SH,T,T,85,ShAD,16,34872,33,9297
2025-01-01 00:00:09.090,C2969,192.168.1.150,47139,172.16.0.166,905,udp,ftp,35.03,3773,2492,S1,F,F,37,ShAD,64,27453,57,2670
2025-01-01 00:00:09.120,C4371,192.168.1.210,60620,172.16.0.253,997,udp,ssh,231.68,80428,84045,REJ,F,T,87,Hr,61,44801,34,60659
2025-01-01 00:00:09.150,C8957,192.168.1.163,56323,172.16.0.191,557,tcp,ftp,77.72,37068,33375,RSTR,F,T,43,Dd,56,64993,56,62672
2025-01-01 00:00:09.180,C6329,192.168.1.103,46940,172.16.0.173,822,icmp,ftp,3.45,66391,76658,REJ,F,T,17,Srv,35,5174,8,52437
2025-01-01 00:00:09.210,C9176,192.168.1.193,37679,172.16.0.23,507,tcp,-,227.07,16903,54648,REJ,F,F,25,Fa,71,48268,43,33264
2025-01-01 00:00:09.240,C7987,192.168.1.107,36513,172.16.0.245,83,icmp,http,113.2,46596,40973,REJ,T,F,89,Hr,42,18641,12,36811
2025-01-01 00:00:09.270,C6205,192.168.1.100,39233,172.16.0.129,971,icmp,ssh,192.25,76824,96602,S1,F,F,73,Hr,73,62117,50,47722
2025-01-01 00:00:09.300,C6822,192.168.1.57,47061,172.16.0.194,626,icmp,ssl,14.64,77810,83855,S1,F,T,55,ShAD,32,2406,23,18749
2025-01-01 00:00:09.330,C8632,192.168.1.6,43237,172.16.0.218,626,udp,ssh,102.98,81044,71850,RSTR,F,F,86,Hr,11,18245,66,31466
2025-01-01 00:00:09.360,C2635,192.168.1.119,48324,172.16.0.124,127,tcp,-,254.17,18115,82396,S0,F,T,33,Hr,72,41762,84,53065
2025-01-01 00:00:09.390,C4866,192.168.1.245,37640,172.16.0.151,523,tcp,http,294.0,2514,3275,RSTR,F,F,20,Dd,83,31101,66,39737
2025-01-01 00:00:09.420,C2874,192.168.1.182,52885,172.16.0.243,442,tcp,dns,249.21,84036,1862,S0,F,F,52,Hr,74,21406,51,64186
2025-01-01 00:00:09.450,C6439,192.168.1.172,31101,172.16.0.112,188,icmp,ssh,86.4,65690,64966,S0,T,T,37,Fa,49,3757,80,3407
2025-01-01 00:00:09.480,C9029,192.168.1.188,1361,172.16.0.111,624,tcp,ssh,297.2,45606,27062,S1,T,T,33,Fa,47,2039,42,6876
2025-01-01 00:00:09.510,C2731,192.168.1.87,22406,172.16.0.69,244,icmp,dns,139.72,63191,73820,S1,F,T,38,Dd,21,57039,65,33182
2025-01-01 00:00:09.540,C6864,192.168.1.86,31398,172.16.0.219,317,udp,ssh,207.98,1654,67559,RSTR,F,F,73,Srv,68,15829,13,45353
2025-01-01 00:00:09.570,C9665,192.168.1.248,15882,172.16.0.121,151,tcp,ftp,182.03,20235,37559,SF,T,F,0,Fa,50,10722,52,43718
2025-01-01 00:00:09.600,C3056,192.168.1.203,2048,172.16.0.242,425,udp,ssl,253.94,4045,45265,S0,T,F,48,ShAD,4,59010,23,60828
2025-01-01 00:00:09.630,C3143,192.168.1.37,18918,172.16.0.64,243,tcp,ftp,104.88,61302,94897,S0,F,T,95,Fa,29,49435,31,7340
2025-01-01 00:00:09.660,C9361,192.168.1.156,61864,172.16.0.145,1008,icmp,http,245.52,88683,42592,S0,F,T,23,ShAD,50,59312,87,40497
2025-01-01 00:00:09.690,C2739,192.168.1.86,26364,172.16.0.161,789,icmp,ftp,177.12,10178,5935,S1,T,T,84,ShAD,40,23827,6,47797
2025-01-01 00:00:09.720,C2666,192.168.1.123,64590,172.16.0.107,485,tcp,ssl,43.23,60889,94856,RSTR,F,F,43,Fa,46,22809,15,2211
2025-01-01 00:00:09.750,C2828,192.168.1.170,12694,172.16.0.54,767,icmp,-,164.86,19136,63156,RSTR,F,F,62,Dd,96,57634,9,30923
2025-01-01 00:00:09.780,C3635,192.168.1.191,17809,172.16.0.213,222,udp,dns,265.48,69444,40387,SH,F,T,72,Srv,59,10379,64,50244
2025-01-01 00:00:09.810,C7765,192.168.1.105,44083,172.16.0.59,110,tcp,http,39.87,59469,33364,RSTR,F,F,83,Hr,97,28079,73,20373
2025-01-01 00:00:09.840,C7282,192.168.1.132,1979,172.16.0.177,560,icmp,-,289.1,20347,58704,S0,F,F,94,Hr,34,53164,98,52627
2025-01-01 00:00:09.870,C8329,192.168.1.23,30122,172.16.0.157,365,udp,ssh,196.13,87276,41939,SF,T,F,3,Hr,5,38092,89,45134
2025-01-01 00:00:09.900,C9498,192.168.1.161,7972,172.16.0.195,816,udp,-,245.9,11069,13833,S1,T,F,25,ShAD,85,13809,63,47537
2025-01-01 00:00:09.930,C3865,192.168.1.239,6874,172.16.0.202,675,icmp,dns,78.13,79253,76219,SH,T,F,6,Srv,20,25378,63,58904
2025-01-01 00:00:09.960,C1034,192.168.1.67,42061,172.16.0.217,897,tcp,ssl,123.84,93754,80561,SF,F,F,81,Srv,68,29928,61,41965
2025-01-01 00:00:09.990,C8963,192.168.1.148,3415,172.16.0.244,810,udp,ftp,191.3,37737,80684,S1,F,F,22,Fa,65,18686,18,2379
2025-01-01 00:00:10.020,C5414,192.168.1.222,53731,172.16.0.231,159,udp,http,125.71,10223,8343,REJ,F,F,46,Dd,37,23704,25,54920
2025-01-01 00:00:10.050,C4462,192.168.1.112,39356,172.16.0.78,849,icmp,dns,0.52,61462,59986,SH,T,F,71,ShAD,80,1870,76,778
2025-01-01 00:00:10.080,C9351,192.168.1.161,12786,172.16.0.19,190,udp,ssh,97.09,3044,67852,RSTR,F,T,8,Hr,67,51321,58,51415
2025-01-01 00:00:10.110,C4909,192.168.1.3,16278,172.16.0.143,578,udp,ssh,29.7,9147,1604,RSTR,F,F,86,Hr,27,60931,72,29797
2025-01-01 00:00:10.140,C8868,192.168.1.126,23836,172.16.0.241,127,udp,ftp,26.05,31910,82642,S1,F,T,98,Dd,54,33445,28,64807
2025-01-01 00:00:10.170,C3317,192.168.1.246,13208,172.16.0.164,173,udp,http,152.68,41626,51184,S1,F,T,12,ShAD,60,32008,33,13258
2025-01-01 00:00:10.200,C8562,192.168.1.184,28114,172.16.0.90,654,tcp,ssl,60.76,332,23263,SH,F,T,13,Srv,50,8490,12,53732
2025-01-01 00:00:10.230,C7678,192.168.1.31,28259,172.16.0.90,360,icmp,ftp,90.69,6672,80346,REJ,T,T,44,Fa,46,29104,1,43567
2025-01-01 00:00:10.260,C5678,192.168.1.205,61995,172.16.0.42,915,icmp,-,184.29,2580,95840,SH,T,F,71,Srv,76,34755,96,47734
